transaction_id,bank,error_code,payment_network,amount_inr,failed_at
a529d1d6,HDFC,hard_decline,Mastercard,499,2026-08-01T12:34:00
a2058c06,SBI,insufficient_funds,UPI_AUTOPAY,4999,2026-08-01T12:35:00
5f8e58b3,ICICI,timeout,UPI_AUTOPAY,299,2026-08-01T12:35:00
47330e5e,SBI,issuer_unavailable,RuPay,1499,2026-08-01T12:37:00
4667a7a5,SBI,hard_decline,RuPay,299,2026-08-01T12:43:00
50e86713,ICICI,insufficient_funds,UPI_AUTOPAY,499,2026-08-01T12:44:00
08daa1c3,SBI,timeout,UPI_AUTOPAY,199,2026-08-01T12:46:00
982d2e10,Axis,issuer_unavailable,UPI_AUTOPAY,299,2026-08-01T12:47:00
0db98fe0,Kotak,insufficient_funds,UPI_AUTOPAY,1499,2026-08-01T12:51:00
2dd4e62f,SBI,timeout,RuPay,199,2026-08-01T12:56:00
da0309de,ICICI,insufficient_funds,Mastercard,499,2026-08-01T12:56:00
3b1a9a80,ICICI,insufficient_funds,Mastercard,199,2026-08-01T12:57:00
101d0922,ICICI,insufficient_funds,UPI_AUTOPAY,2999,2026-08-01T12:57:00
57e968d9,ICICI,timeout,Visa,499,2026-08-01T12:59:00
459bf4a6,ICICI,issuer_unavailable,Visa,1499,2026-08-01T12:59:00
478aa242,SBI,timeout,Visa,2999,2026-08-01T13:04:00
445e72ba,Axis,timeout,UPI_AUTOPAY,1499,2026-08-01T13:14:00
74d9444b,HDFC,insufficient_funds,UPI_AUTOPAY,4999,2026-08-01T13:22:00
6bada389,Axis,timeout,UPI_AUTOPAY,499,2026-08-01T13:24:00
0842bb6a,ICICI,timeout,UPI_AUTOPAY,2999,2026-08-01T13:24:00
3d22cc13,SBI,hard_decline,UPI_AUTOPAY,999,2026-08-01T13:27:00
71f5f102,HDFC,issuer_unavailable,UPI_AUTOPAY,2999,2026-08-01T13:36:00
73c6e1a2,SBI,insufficient_funds,Visa,999,2026-08-01T13:36:00
7cef12dc,Axis,timeout,UPI_AUTOPAY,499,2026-08-01T13:37:00
1c14a04a,Kotak,hard_decline,Visa,2999,2026-08-01T13:39:00
38e036cc,SBI,timeout,Mastercard,1499,2026-08-01T13:40:00
185eed3c,Axis,timeout,Visa,199,2026-08-01T13:42:00
49a18407,HDFC,hard_decline,Mastercard,2999,2026-08-01T13:51:00
0b80887d,ICICI,insufficient_funds,UPI_AUTOPAY,299,2026-08-01T13:52:00
9784ffcd,HDFC,insufficient_funds,RuPay,1499,2026-08-01T13:57:00
3b128499,Axis,timeout,UPI_AUTOPAY,199,2026-08-01T13:57:00
80fe3c1e,SBI,issuer_unavailable,RuPay,999,2026-08-01T14:03:00
35e160bd,ICICI,insufficient_funds,Mastercard,199,2026-08-01T14:05:00
f4ce0ac3,Axis,issuer_unavailable,UPI_AUTOPAY,499,2026-08-01T14:08:00
69cdf1f3,Kotak,timeout,RuPay,1499,2026-08-01T14:14:00
0572f776,ICICI,insufficient_funds,Visa,199,2026-08-01T14:15:00
b08f11a1,HDFC,timeout,Visa,199,2026-08-01T14:16:00
500cc091,Axis,timeout,RuPay,199,2026-08-01T14:16:00
5f007f06,SBI,insufficient_funds,UPI_AUTOPAY,2999,2026-08-01T14:17:00
1390c25f,SBI,timeout,Visa,999,2026-08-01T14:21:00
a0ef0b5a,SBI,hard_decline,UPI_AUTOPAY,4999,2026-08-01T14:21:00
564549c5,ICICI,timeout,Visa,499,2026-08-01T14:23:00
6ebc3f21,ICICI,hard_decline,UPI_AUTOPAY,4999,2026-08-01T14:25:00
3d1b7abd,ICICI,hard_decline,RuPay,4999,2026-08-01T14:25:00
26cfdceb,ICICI,insufficient_funds,Mastercard,4999,2026-08-01T14:27:00
6b80c197,ICICI,insufficient_funds,RuPay,199,2026-08-01T14:38:00
f58cfe61,ICICI,timeout,RuPay,499,2026-08-01T14:38:00
90f4e0af,ICICI,insufficient_funds,UPI_AUTOPAY,499,2026-08-01T14:45:00
65655452,Axis,issuer_unavailable,UPI_AUTOPAY,1499,2026-08-01T14:46:00
a68b3f1f,HDFC,insufficient_funds,Mastercard,999,2026-08-01T14:48:00
a4489d78,Kotak,issuer_unavailable,RuPay,199,2026-08-01T14:49:00
a7afce92,ICICI,insufficient_funds,RuPay,4999,2026-08-01T14:50:00
4ba1aa20,Axis,timeout,UPI_AUTOPAY,999,2026-08-01T15:04:00
678975ee,SBI,timeout,Visa,999,2026-08-01T15:06:00
d39cc1b7,ICICI,timeout,Visa,299,2026-08-01T15:10:00
d77b03ef,SBI,timeout,Visa,2999,2026-08-01T15:11:00
f167f642,HDFC,timeout,Mastercard,1499,2026-08-01T15:12:00
5f188813,Axis,insufficient_funds,UPI_AUTOPAY,999,2026-08-01T15:13:00
525c2a7e,ICICI,hard_decline,Visa,299,2026-08-01T15:20:00
d8cf222b,Axis,insufficient_funds,Visa,499,2026-08-01T15:31:00
788f9ea2,HDFC,insufficient_funds,UPI_AUTOPAY,299,2026-08-01T15:35:00
84660d67,SBI,insufficient_funds,RuPay,2999,2026-08-01T15:39:00
e6469c02,Kotak,timeout,UPI_AUTOPAY,2999,2026-08-01T15:39:00
a41887e2,ICICI,timeout,UPI_AUTOPAY,1499,2026-08-01T15:52:00
d4c89e41,Axis,hard_decline,Visa,1499,2026-08-01T15:53:00
399d6340,SBI,timeout,UPI_AUTOPAY,2999,2026-08-01T15:53:00
9b4b7d98,Axis,timeout,Mastercard,199,2026-08-01T16:00:00
2d42559e,Axis,timeout,RuPay,1499,2026-08-01T16:10:00
3f6b9514,HDFC,insufficient_funds,UPI_AUTOPAY,4999,2026-08-01T16:24:00
9951008b,ICICI,insufficient_funds,RuPay,2999,2026-08-01T16:30:00
1f8f1f3c,Kotak,timeout,RuPay,999,2026-08-01T16:31:00
ceef2277,ICICI,insufficient_funds,UPI_AUTOPAY,999,2026-08-01T16:31:00
d4dd38c4,ICICI,timeout,UPI_AUTOPAY,4999,2026-08-01T16:38:00
91b11ac3,Kotak,insufficient_funds,RuPay,999,2026-08-01T16:46:00
06efd922,Axis,hard_decline,UPI_AUTOPAY,4999,2026-08-01T16:47:00
149cba21,SBI,hard_decline,Mastercard,1499,2026-08-01T16:50:00
02494cd5,HDFC,hard_decline,Mastercard,299,2026-08-01T16:50:00
d328d7ca,SBI,issuer_unavailable,UPI_AUTOPAY,499,2026-08-01T16:52:00
f38147fe,SBI,insufficient_funds,Visa,499,2026-08-01T16:55:00
95de30ff,Axis,issuer_unavailable,Visa,4999,2026-08-01T16:56:00
c555574b,SBI,hard_decline,RuPay,1499,2026-08-01T17:05:00
9f67b0e4,ICICI,timeout,Mastercard,2999,2026-08-01T17:08:00
28f47c1c,SBI,issuer_unavailable,RuPay,999,2026-08-01T17:09:00
db26f56a,HDFC,insufficient_funds,RuPay,499,2026-08-01T17:09:00
da3d44f8,Axis,hard_decline,UPI_AUTOPAY,1499,2026-08-01T17:11:00
c83bbd79,SBI,insufficient_funds,RuPay,499,2026-08-01T17:12:00
03a994ac,ICICI,timeout,RuPay,199,2026-08-01T17:18:00
3dc9f736,HDFC,timeout,UPI_AUTOPAY,199,2026-08-01T17:19:00
0ba0a3f9,HDFC,issuer_unavailable,UPI_AUTOPAY,299,2026-08-01T17:36:00
b758a196,Axis,insufficient_funds,UPI_AUTOPAY,1499,2026-08-01T17:38:00
c9977709,ICICI,issuer_unavailable,Mastercard,2999,2026-08-01T17:40:00
6f61d99f,ICICI,timeout,RuPay,199,2026-08-01T17:41:00
eb1a414c,HDFC,insufficient_funds,Mastercard,999,2026-08-01T17:42:00
956d12f9,SBI,issuer_unavailable,Mastercard,999,2026-08-01T17:45:00
0fb8420e,Axis,timeout,Mastercard,999,2026-08-01T17:46:00
5303e96f,Kotak,timeout,Mastercard,499,2026-08-01T17:50:00
6aefe4aa,HDFC,timeout,Visa,999,2026-08-01T17:53:00
8781b560,ICICI,insufficient_funds,UPI_AUTOPAY,499,2026-08-01T17:53:00
17f80614,ICICI,insufficient_funds,Mastercard,999,2026-08-01T17:55:00
20d8021d,Kotak,issuer_unavailable,Visa,4999,2026-08-01T17:56:00
5539072f,Axis,insufficient_funds,Visa,999,2026-08-01T17:57:00
b6802b6f,HDFC,insufficient_funds,UPI_AUTOPAY,199,2026-08-01T17:57:00
122c7253,HDFC,issuer_unavailable,UPI_AUTOPAY,2999,2026-08-01T17:58:00
3f71bb4c,Axis,timeout,UPI_AUTOPAY,299,2026-08-01T17:58:00
42cf22ce,ICICI,insufficient_funds,Mastercard,299,2026-08-01T18:00:00
1d6dab35,Kotak,insufficient_funds,RuPay,4999,2026-08-01T18:16:00
53b9c3a2,Kotak,insufficient_funds,RuPay,999,2026-08-01T18:16:00
64145f31,Axis,insufficient_funds,UPI_AUTOPAY,1499,2026-08-01T18:23:00
3f72f4e2,SBI,hard_decline,UPI_AUTOPAY,1499,2026-08-01T18:29:00
cc3e380a,Axis,hard_decline,UPI_AUTOPAY,1499,2026-08-01T18:36:00
c8d1cc8d,SBI,insufficient_funds,RuPay,299,2026-08-01T18:41:00
aa8edd32,Axis,timeout,RuPay,199,2026-08-01T18:52:00
109a31f9,HDFC,insufficient_funds,UPI_AUTOPAY,299,2026-08-01T18:55:00
97e10522,Axis,hard_decline,RuPay,1499,2026-08-01T19:05:00
076d036b,HDFC,insufficient_funds,UPI_AUTOPAY,2999,2026-08-01T19:07:00
fbc12e5a,Kotak,issuer_unavailable,UPI_AUTOPAY,1499,2026-08-01T19:13:00
f82c8b18,HDFC,insufficient_funds,UPI_AUTOPAY,199,2026-08-01T19:14:00
e53f5896,Kotak,insufficient_funds,UPI_AUTOPAY,999,2026-08-01T19:18:00
128f3889,Kotak,timeout,Visa,999,2026-08-01T19:20:00
0a464f0b,Kotak,issuer_unavailable,RuPay,2999,2026-08-01T19:21:00
dd33027c,ICICI,hard_decline,RuPay,499,2026-08-01T19:22:00
bdeb4eb0,Kotak,hard_decline,UPI_AUTOPAY,2999,2026-08-01T19:25:00
4d41e8fd,SBI,hard_decline,Mastercard,999,2026-08-01T19:26:00
b00e4dc4,Axis,insufficient_funds,RuPay,2999,2026-08-01T19:29:00
bdd0b8c5,Axis,issuer_unavailable,RuPay,499,2026-08-01T19:37:00
804783b3,HDFC,issuer_unavailable,RuPay,299,2026-08-01T19:49:00
3531740f,Kotak,hard_decline,Visa,4999,2026-08-01T20:00:00
33c857ac,HDFC,issuer_unavailable,Mastercard,499,2026-08-01T20:02:00
753b57c2,HDFC,timeout,UPI_AUTOPAY,999,2026-08-01T20:17:00
70047fb2,Kotak,hard_decline,RuPay,499,2026-08-01T20:22:00
bd8a79c6,ICICI,insufficient_funds,UPI_AUTOPAY,4999,2026-08-01T20:23:00
e6398457,Axis,hard_decline,UPI_AUTOPAY,499,2026-08-01T20:29:00
00e3460f,Axis,timeout,Mastercard,4999,2026-08-01T20:33:00
52d8d8af,Kotak,issuer_unavailable,RuPay,199,2026-08-01T20:34:00
e228b026,Axis,insufficient_funds,RuPay,199,2026-08-01T20:37:00
1b98d302,Axis,timeout,UPI_AUTOPAY,299,2026-08-01T20:37:00
597cb77a,ICICI,issuer_unavailable,UPI_AUTOPAY,299,2026-08-01T20:39:00
4eff8d0b,Kotak,issuer_unavailable,Visa,999,2026-08-01T20:43:00
0181ea03,SBI,insufficient_funds,RuPay,2999,2026-08-01T20:44:00
1cfb5cce,SBI,issuer_unavailable,UPI_AUTOPAY,499,2026-08-01T20:49:00
e1c98e69,SBI,timeout,UPI_AUTOPAY,299,2026-08-01T20:50:00
ae4d3b7b,HDFC,insufficient_funds,UPI_AUTOPAY,2999,2026-08-01T20:50:00
991bac3e,Axis,timeout,UPI_AUTOPAY,4999,2026-08-01T20:51:00
673e89fa,Kotak,timeout,RuPay,999,2026-08-01T20:54:00
622c50dd,ICICI,insufficient_funds,Visa,2999,2026-08-01T20:56:00
093cf911,Axis,timeout,UPI_AUTOPAY,199,2026-08-01T21:05:00
b00d3ef6,Kotak,insufficient_funds,Visa,499,2026-08-01T21:24:00
999abae9,SBI,issuer_unavailable,UPI_AUTOPAY,499,2026-08-01T21:28:00
73bbcee3,HDFC,insufficient_funds,UPI_AUTOPAY,4999,2026-08-01T21:32:00
7e9be755,SBI,hard_decline,UPI_AUTOPAY,1499,2026-08-01T21:34:00
7bda7470,SBI,issuer_unavailable,UPI_AUTOPAY,299,2026-08-01T21:37:00
34fb8a53,HDFC,timeout,UPI_AUTOPAY,199,2026-08-01T21:38:00
8fe6fb96,Axis,insufficient_funds,UPI_AUTOPAY,199,2026-08-01T21:38:00
05af064c,SBI,timeout,Mastercard,2999,2026-08-01T21:42:00
2490fc8a,SBI,insufficient_funds,UPI_AUTOPAY,299,2026-08-01T21:43:00
d8b9cd6c,ICICI,insufficient_funds,UPI_AUTOPAY,4999,2026-08-01T21:47:00
31d4b4c6,ICICI,timeout,UPI_AUTOPAY,1499,2026-08-01T21:48:00
27732541,ICICI,timeout,Visa,1499,2026-08-01T21:49:00
d18f509f,Axis,timeout,Visa,999,2026-08-01T21:50:00
beb79966,Kotak,insufficient_funds,UPI_AUTOPAY,499,2026-08-01T21:54:00
1bf4922d,ICICI,issuer_unavailable,RuPay,4999,2026-08-01T21:56:00
df8782bb,Axis,insufficient_funds,UPI_AUTOPAY,999,2026-08-01T22:00:00
5de38288,HDFC,timeout,UPI_AUTOPAY,999,2026-08-01T22:04:00
f0e6bb0d,Axis,issuer_unavailable,RuPay,499,2026-08-01T22:05:00
77630e23,SBI,insufficient_funds,UPI_AUTOPAY,999,2026-08-01T22:07:00
eb739c67,Axis,insufficient_funds,UPI_AUTOPAY,1499,2026-08-01T22:09:00
df7279f0,Axis,issuer_unavailable,UPI_AUTOPAY,1499,2026-08-01T22:09:00
88e3a784,SBI,timeout,RuPay,1499,2026-08-01T22:13:00
672ca373,HDFC,issuer_unavailable,Visa,2999,2026-08-01T22:13:00
422515fd,Kotak,timeout,Visa,999,2026-08-01T22:13:00
ef2d8902,Kotak,issuer_unavailable,UPI_AUTOPAY,1499,2026-08-01T22:14:00
2f16e038,HDFC,timeout,UPI_AUTOPAY,1499,2026-08-01T22:15:00
eec09435,SBI,issuer_unavailable,Mastercard,199,2026-08-01T22:25:00
a0fc985c,HDFC,insufficient_funds,RuPay,499,2026-08-01T22:29:00
43a2c169,ICICI,insufficient_funds,UPI_AUTOPAY,2999,2026-08-01T22:30:00
db8eddbb,SBI,hard_decline,Visa,999,2026-08-01T22:32:00
7504b477,ICICI,insufficient_funds,Mastercard,2999,2026-08-01T22:32:00
ba20b538,Kotak,timeout,UPI_AUTOPAY,999,2026-08-01T22:36:00
68459c31,SBI,timeout,RuPay,4999,2026-08-01T22:41:00
8e8a875c,ICICI,insufficient_funds,UPI_AUTOPAY,4999,2026-08-01T22:45:00
7f200fdd,HDFC,timeout,UPI_AUTOPAY,499,2026-08-01T22:48:00
c5a3c82b,Kotak,timeout,RuPay,499,2026-08-01T22:52:00
27c84d25,ICICI,timeout,Mastercard,1499,2026-08-01T22:56:00
c17ba5cb,ICICI,timeout,UPI_AUTOPAY,199,2026-08-01T23:02:00
bc8ca545,HDFC,issuer_unavailable,Visa,1499,2026-08-01T23:06:00
bd23128f,HDFC,hard_decline,Visa,199,2026-08-01T23:09:00
3edae34a,Axis,timeout,UPI_AUTOPAY,199,2026-08-01T23:16:00
bf5f62a6,Kotak,insufficient_funds,Visa,2999,2026-08-01T23:25:00
cf356233,HDFC,timeout,UPI_AUTOPAY,999,2026-08-01T23:25:00
ef62201d,HDFC,insufficient_funds,UPI_AUTOPAY,4999,2026-08-01T23:30:00
b3e46667,ICICI,issuer_unavailable,UPI_AUTOPAY,499,2026-08-01T23:41:00
2de6ee83,HDFC,insufficient_funds,UPI_AUTOPAY,4999,2026-08-01T23:45:00
6a46cb68,HDFC,hard_decline,RuPay,2999,2026-08-01T23:48:00
986aa140,SBI,timeout,UPI_AUTOPAY,199,2026-08-01T23:55:00
dd3fd0af,Axis,issuer_unavailable,Mastercard,4999,2026-08-01T23:56:00
f80ee523,ICICI,issuer_unavailable,RuPay,4999,2026-08-01T23:56:00
73447752,Kotak,insufficient_funds,UPI_AUTOPAY,999,2026-08-01T23:58:00
c5264f25,HDFC,insufficient_funds,RuPay,299,2026-08-02T00:01:00
f9a14445,SBI,timeout,UPI_AUTOPAY,2999,2026-08-02T00:02:00
e8e5d627,HDFC,timeout,Visa,1499,2026-08-02T00:02:00
3e134c5b,Axis,issuer_unavailable,Visa,499,2026-08-02T00:04:00
0bc865bf,Axis,hard_decline,RuPay,4999,2026-08-02T00:05:00
a8efe92b,Axis,timeout,UPI_AUTOPAY,999,2026-08-02T00:06:00
6cacfe74,SBI,hard_decline,RuPay,1499,2026-08-02T00:06:00
5db5b41d,Kotak,timeout,Visa,299,2026-08-02T00:10:00
9e0e3a95,ICICI,hard_decline,UPI_AUTOPAY,999,2026-08-02T00:16:00
75c27925,HDFC,insufficient_funds,Visa,299,2026-08-02T00:16:00
32c24484,Axis,insufficient_funds,RuPay,4999,2026-08-02T00:20:00
2f23af03,ICICI,issuer_unavailable,UPI_AUTOPAY,199,2026-08-02T00:22:00
823003d3,Kotak,insufficient_funds,Mastercard,199,2026-08-02T00:27:00
1f3c63be,SBI,insufficient_funds,Visa,299,2026-08-02T00:32:00
09efc87a,SBI,timeout,RuPay,499,2026-08-02T00:36:00
e1cfb550,Axis,insufficient_funds,Visa,499,2026-08-02T00:40:00
b47f93af,SBI,insufficient_funds,UPI_AUTOPAY,299,2026-08-02T00:42:00
33429df4,ICICI,insufficient_funds,Visa,199,2026-08-02T00:45:00
abf0ff93,HDFC,hard_decline,UPI_AUTOPAY,999,2026-08-02T00:47:00
827197d6,Axis,timeout,Mastercard,1499,2026-08-02T00:48:00
c40596fb,ICICI,timeout,RuPay,2999,2026-08-02T00:49:00
8f6f7850,SBI,insufficient_funds,UPI_AUTOPAY,999,2026-08-02T00:51:00
5e26a667,ICICI,timeout,Visa,1499,2026-08-02T00:54:00
55332702,HDFC,timeout,Visa,1499,2026-08-02T00:56:00
882be278,HDFC,issuer_unavailable,Mastercard,199,2026-08-02T00:59:00
2f5cc746,ICICI,hard_decline,RuPay,499,2026-08-02T01:00:00
488cf208,SBI,timeout,UPI_AUTOPAY,4999,2026-08-02T01:03:00
831f2187,HDFC,insufficient_funds,Mastercard,4999,2026-08-02T01:05:00
ea1d73ac,HDFC,timeout,Mastercard,199,2026-08-02T01:05:00
b6a33c36,SBI,timeout,UPI_AUTOPAY,299,2026-08-02T01:06:00
e277347d,Kotak,insufficient_funds,UPI_AUTOPAY,199,2026-08-02T01:07:00
d3b46c4b,SBI,insufficient_funds,UPI_AUTOPAY,499,2026-08-02T01:07:00
64e7d374,Axis,hard_decline,Mastercard,199,2026-08-02T01:08:00
b835181a,Kotak,timeout,UPI_AUTOPAY,199,2026-08-02T01:10:00
ab7eb119,ICICI,insufficient_funds,UPI_AUTOPAY,299,2026-08-02T01:13:00
9c47a0c2,ICICI,hard_decline,UPI_AUTOPAY,4999,2026-08-02T01:18:00
55040747,ICICI,issuer_unavailable,Visa,2999,2026-08-02T01:18:00
2726a86b,SBI,timeout,RuPay,499,2026-08-02T01:18:00
91cba831,SBI,timeout,Mastercard,199,2026-08-02T01:22:00
9de24b0e,SBI,insufficient_funds,Visa,999,2026-08-02T01:34:00
a6d45421,ICICI,insufficient_funds,Mastercard,4999,2026-08-02T01:37:00
7e9e6c38,HDFC,issuer_unavailable,Visa,4999,2026-08-02T01:56:00
cb0fda73,Axis,hard_decline,RuPay,499,2026-08-02T01:57:00
b0217635,ICICI,timeout,Mastercard,299,2026-08-02T01:58:00
ad65e254,SBI,timeout,Visa,299,2026-08-02T01:58:00
829dba1e,HDFC,hard_decline,UPI_AUTOPAY,199,2026-08-02T01:59:00
0440921c,HDFC,hard_decline,Visa,2999,2026-08-02T02:02:00
19514670,HDFC,timeout,UPI_AUTOPAY,2999,2026-08-02T02:03:00
cacff10b,HDFC,timeout,UPI_AUTOPAY,4999,2026-08-02T02:08:00
b0985ef5,Kotak,insufficient_funds,Mastercard,499,2026-08-02T02:08:00
d6a0b260,Kotak,timeout,UPI_AUTOPAY,199,2026-08-02T02:09:00
50661b65,ICICI,issuer_unavailable,RuPay,1499,2026-08-02T02:11:00
d50ac352,HDFC,issuer_unavailable,Mastercard,1499,2026-08-02T02:14:00
201729e7,ICICI,insufficient_funds,UPI_AUTOPAY,4999,2026-08-02T02:16:00
24cb81cd,HDFC,timeout,UPI_AUTOPAY,499,2026-08-02T02:17:00
9f96c906,HDFC,issuer_unavailable,Mastercard,4999,2026-08-02T02:18:00
4491fe60,ICICI,insufficient_funds,RuPay,299,2026-08-02T02:18:00
38066821,Axis,hard_decline,RuPay,4999,2026-08-02T02:19:00
9a020253,ICICI,timeout,UPI_AUTOPAY,2999,2026-08-02T02:24:00
8a5bc401,SBI,timeout,Mastercard,1499,2026-08-02T02:27:00
372e3299,ICICI,insufficient_funds,Mastercard,499,2026-08-02T02:28:00
16bfe3db,Axis,timeout,Visa,199,2026-08-02T02:30:00
f1bc7f56,HDFC,timeout,UPI_AUTOPAY,2999,2026-08-02T02:32:00
d419fd65,Axis,issuer_unavailable,UPI_AUTOPAY,2999,2026-08-02T02:39:00
026459d7,HDFC,timeout,Visa,499,2026-08-02T02:41:00
5faa90f4,HDFC,hard_decline,UPI_AUTOPAY,999,2026-08-02T02:43:00
7bed483f,ICICI,issuer_unavailable,RuPay,2999,2026-08-02T02:43:00
47efd912,Axis,issuer_unavailable,UPI_AUTOPAY,999,2026-08-02T02:50:00
b95d65e1,Axis,issuer_unavailable,RuPay,199,2026-08-02T02:50:00
2844fbc5,HDFC,insufficient_funds,Visa,1499,2026-08-02T02:51:00
1ab98c3d,SBI,hard_decline,UPI_AUTOPAY,299,2026-08-02T02:51:00
30b28467,HDFC,issuer_unavailable,RuPay,499,2026-08-02T02:52:00
f3015941,HDFC,issuer_unavailable,UPI_AUTOPAY,199,2026-08-02T02:55:00
06959145,HDFC,timeout,Visa,499,2026-08-02T02:55:00
3247f486,Axis,insufficient_funds,UPI_AUTOPAY,4999,2026-08-02T03:02:00
a46ad205,SBI,insufficient_funds,Visa,4999,2026-08-02T03:04:00
